structure,exfoliation_en
"Full Formula (Sr2 Bi2 Br2 O4)
Reduced Formula: SrBiBrO2
abc   :   5.639834   5.992652  26.464309
angles:  89.999445  90.000000  90.000000
pbc   :       True       True       True
Sites (10)
  #  SP            a          b         c  velocities
---  ----  ---------  ---------  --------  ---------------
  0  Sr     0.75       0.499982  0.831289  [0.0, 0.0, 0.0]
  1  Sr     0.25       0.500018  0.924445  [0.0, 0.0, 0.0]
  2  Bi     0.25       1.4e-05   0.836956  [0.0, 0.0, 0.0]
  3  Bi     0.75      -1.4e-05   0.918779  [0.0, 0.0, 0.0]
  4  Br     0.75       0.500095  0.985157  [0.0, 0.0, 0.0]
  5  Br     0.25       0.499905  0.770578  [0.0, 0.0, 0.0]
  6  O      1e-06      0.225698  0.877868  [0.0, 0.0, 0.0]
  7  O      0.500001   0.774302  0.877866  [0.0, 0.0, 0.0]
  8  O     -1e-06      0.774302  0.877866  [0.0, 0.0, 0.0]
  9  O      0.499999   0.225698  0.877868  [0.0, 0.0, 0.0]",177.25290000000004
"Full Formula (Zr2 Se6)
Reduced Formula: ZrSe3
abc   :   5.469716   3.771590  31.156126
angles:  90.000000  97.323294  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a     b         c  velocities
---  ----  --------  ----  --------  ---------------
  0  Zr    0.71506   0.75  0.11492   [0.0, 0.0, 0.0]
  1  Zr    0.28494   0.25  0.211056  [0.0, 0.0, 0.0]
  2  Se    0.894314  0.25  0.061971  [0.0, 0.0, 0.0]
  3  Se    0.458514  0.25  0.062068  [0.0, 0.0, 0.0]
  4  Se    0.237847  0.75  0.146315  [0.0, 0.0, 0.0]
  5  Se    0.762153  0.25  0.17966   [0.0, 0.0, 0.0]
  6  Se    0.541486  0.75  0.263907  [0.0, 0.0, 0.0]
  7  Se    0.105686  0.75  0.264004  [0.0, 0.0, 0.0]",58.4134999999999
"Full Formula (Br4 O2)
Reduced Formula: Br2O
abc   :   3.905964   7.475640  26.409580
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Br    0.635859  0.318426  0.199511  [0.0, 0.0, 0.0]
  1  Br    0.364141  0.818426  0.194649  [0.0, 0.0, 0.0]
  2  Br    0.396249  0.512451  0.279603  [0.0, 0.0, 0.0]
  3  Br    0.603751  0.012451  0.114556  [0.0, 0.0, 0.0]
  4  O     0.137548  0.691024  0.249851  [0.0, 0.0, 0.0]
  5  O     0.862452  0.191024  0.144308  [0.0, 0.0, 0.0]",173.32328333333348
"Full Formula (Sb2 Br6)
Reduced Formula: SbBr3
abc   :   4.206997   9.983206  25.099441
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a          b         c  velocities
---  ----  --------  ---------  --------  ---------------
  0  Sb    0.218984   0.499994  0.268416  [0.0, 0.0, 0.0]
  1  Sb    0.718984   6e-06     0.293327  [0.0, 0.0, 0.0]
  2  Br    0.550074   0.316704  0.220243  [0.0, 0.0, 0.0]
  3  Br    0.04355   -0         0.206586  [0.0, 0.0, 0.0]
  4  Br    0.550035   0.683279  0.220238  [0.0, 0.0, 0.0]
  5  Br    0.050035   0.816721  0.341506  [0.0, 0.0, 0.0]
  6  Br    0.54355    0.5       0.355157  [0.0, 0.0, 0.0]
  7  Br    0.050074   0.183296  0.341501  [0.0, 0.0, 0.0]",88.64803749999994
"Full Formula (Ta2 Pd1 S6)
Reduced Formula: Ta2PdS6
abc   :   3.284972   9.301402  23.688514
angles:  97.750251  90.000000 100.170899
pbc   :       True       True       True
Sites (9)
  #  SP           a         b          c  velocities
---  ----  --------  --------  ---------  ---------------
  0  Pd    0.5       0          0.077854  [0.0, 0.0, 0.0]
  1  S     0.732738  0.465475   0.022683  [0.0, 0.0, 0.0]
  2  S     0.617981  0.235963   0.131986  [0.0, 0.0, 0.0]
  3  S     0.566913  0.133827  -0.000278  [0.0, 0.0, 0.0]
  4  S     0.267262  0.534525   0.133025  [0.0, 0.0, 0.0]
  5  S     0.382019  0.764037   0.023723  [0.0, 0.0, 0.0]
  6  S     0.433087  0.866173   0.155987  [0.0, 0.0, 0.0]
  7  Ta    0.147027  0.294054   0.058461  [0.0, 0.0, 0.0]
  8  Ta    0.852973  0.705946   0.097248  [0.0, 0.0, 0.0]",85.53233333333398
"Full Formula (Te8 O18)
Reduced Formula: Te4O9
abc   :   9.422115   9.422115  22.777858
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (26)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Te    0.333333  0.666667  0.512234  [0.0, 0.0, 0.0]
  1  Te    0.685598  0.065771  0.550741  [0.0, 0.0, 0.0]
  2  Te    0.380172  0.314402  0.550741  [0.0, 0.0, 0.0]
  3  Te    0.934229  0.619828  0.550741  [0.0, 0.0, 0.0]
  4  Te    0.399104  0.046839  0.44926   [0.0, 0.0, 0.0]
  5  Te    0.647735  0.600896  0.44926   [0.0, 0.0, 0.0]
  6  Te    0.953161  0.352265  0.44926   [0.0, 0.0, 0.0]
  7  Te    0         0         0.487767  [0.0, 0.0, 0.0]
  8  O     0.486828  0.843373  0.561364  [0.0, 0.0, 0.0]
  9  O     0.356546  0.513172  0.561364  [0.0, 0.0, 0.0]
 10  O     0.156627  0.643454  0.561364  [0.0, 0.0, 0.0]
 11  O     0.298192  0.811704  0.457968  [0.0, 0.0, 0.0]
 12  O     0.51351   0.701808  0.457968  [0.0, 0.0, 0.0]
 13  O     0.188296  0.48649   0.457968  [0.0, 0.0, 0.0]
 14  O     0.846506  0.823293  0.438636  [0.0, 0.0, 0.0]
 15  O     0.976788  0.153494  0.438636  [0.0, 0.0, 0.0]
 16  O     0.176707  0.023212  0.438636  [0.0, 0.0, 0.0]
 17  O     0.035141  0.854963  0.542033  [0.0, 0.0, 0.0]
 18  O     0.819823  0.964859  0.542033  [0.0, 0.0, 0.0]
 19  O     0.145037  0.180177  0.542033  [0.0, 0.0, 0.0]
 20  O     0.409815  0.107548  0.530264  [0.0, 0.0, 0.0]
 21  O     0.697733  0.590185  0.530264  [0.0, 0.0, 0.0]
 22  O     0.892452  0.302267  0.530264  [0.0, 0.0, 0.0]
 23  O     0.923518  0.559119  0.469737  [0.0, 0.0, 0.0]
 24  O     0.6356    0.076482  0.469737  [0.0, 0.0, 0.0]
 25  O     0.440881  0.3644    0.469737  [0.0, 0.0, 0.0]",110.77446153846138
"Full Formula (Pd2 Se4)
Reduced Formula: PdSe2
abc   :   5.686705   5.893915  30.585061
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Pd    0.5       0.5       0.163738  [0.0, 0.0, 0.0]
  1  Pd    0         0         0.163738  [0.0, 0.0, 0.0]
  2  Se    0.607406  0.118824  0.189149  [0.0, 0.0, 0.0]
  3  Se    0.107406  0.381176  0.138328  [0.0, 0.0, 0.0]
  4  Se    0.892594  0.618824  0.189149  [0.0, 0.0, 0.0]
  5  Se    0.392594  0.881176  0.138328  [0.0, 0.0, 0.0]",166.23558333333355
"Full Formula (Zr1 Fe1 Cl6)
Reduced Formula: ZrFeCl6
abc   :   6.239776   6.239776  25.339216
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (8)
  #  SP            a          b         c  velocities
---  ----  ---------  ---------  --------  ---------------
  0  Zr     0.666667   0.333333  0.131606  [0.0, 0.0, 0.0]
  1  Fe    -0         -0         0.131606  [0.0, 0.0, 0.0]
  2  Cl     0.330947   0.314714  0.07537   [0.0, 0.0, 0.0]
  3  Cl     0.685286   0.016233  0.07537   [0.0, 0.0, 0.0]
  4  Cl     0.983767   0.669053  0.07537   [0.0, 0.0, 0.0]
  5  Cl     0.685286   0.669053  0.187843  [0.0, 0.0, 0.0]
  6  Cl     0.983767   0.314714  0.187843  [0.0, 0.0, 0.0]
  7  Cl     0.330947   0.016233  0.187843  [0.0, 0.0, 0.0]",72.04162500000022
"Full Formula (Mo2 O6)
Reduced Formula: MoO3
abc   :   3.696882   3.893860  28.497100
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a         b         c  velocities
---  ----  ----  --------  --------  ---------------
  0  Mo    0.25  0.431436  0.324004  [0.0, 0.0, 0.0]
  1  Mo    0.75  0.568564  0.21981   [0.0, 0.0, 0.0]
  2  O     0.25  0.466915  0.382591  [0.0, 0.0, 0.0]
  3  O     0.75  0.533085  0.161222  [0.0, 0.0, 0.0]
  4  O     0.25  0.497766  0.238833  [0.0, 0.0, 0.0]
  5  O     0.75  0.502234  0.30498   [0.0, 0.0, 0.0]
  6  O     0.25  0.981867  0.315661  [0.0, 0.0, 0.0]
  7  O     0.75  0.018133  0.228152  [0.0, 0.0, 0.0]",45.94237500000009
"Full Formula (Ta2 C1 S2)
Reduced Formula: Ta2CS2
abc   :   3.291912   3.291912  28.865106
angles:  90.000000  90.000000 119.999993
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ta    0.333333  0.666667  0.292193  [0.0, 0.0, 0.0]
  1  Ta    0         0         0.374474  [0.0, 0.0, 0.0]
  2  C     0.666667  0.333333  0.333333  [0.0, 0.0, 0.0]
  3  S     0         0         0.235968  [0.0, 0.0, 0.0]
  4  S     0.333333  0.666667  0.430699  [0.0, 0.0, 0.0]",49.968400000000024
"Full Formula (Ni1 O2)
Reduced Formula: NiO2
abc   :   2.820670   2.820670  24.654817
angles:  90.000000  90.000000 119.999999
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ni    0.30696   0.956761  0.0944    [0.0, 0.0, 0.0]
  1  O     0.973627  0.290094  0.132671  [0.0, 0.0, 0.0]
  2  O     0.640293  0.623428  0.056128  [0.0, 0.0, 0.0]",57.782666666666316
